Year,Year ending,Police Service Area,Local Government Area,LGA,Offence Division,offence_div,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary,128,67.8,67.8
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary,4,2.1,2.1
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary,730,386.8,386.8
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary,288,152.6,152.6
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B40 Theft,B41 Motor vehicle theft,882,467.4,467.4
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle,2261,1198.2,1198.2
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B40 Theft,B43 Steal from a retail store,467,247.5,247.5
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B40 Theft,B44 Theft of a bicycle,459,243.2,243.2
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods,573,303.6,303.6
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B40 Theft,B46 Fare evasion,5,2.6,2.6
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B40 Theft,B49 Other theft,1375,728.6,728.6
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting,78,41.3,41.3
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception,823,436.1,436.1
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B50 Deception,B54 State false information,21,11.1,11.1
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation,2,1.1,1.1
2020,June,Moreland,Moreland,MORELAND,B Property and deception offences,B Property and deception offences,B50 Deception,B59 Other deception offences,9,4.8,4.8
2020,June,Moreland,Moreland,MORELAND,C Drug offences,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking,77,40.8,40.8
2020,June,Moreland,Moreland,MORELAND,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs,16,8.5,8.5
2020,June,Moreland,Moreland,MORELAND,C Drug offences,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor,6,3.2,3.2
2020,June,Moreland,Moreland,MORELAND,C Drug offences,C Drug offences,C30 Drug use and possession,C31 Drug use,9,4.8,4.8
2020,June,Moreland,Moreland,MORELAND,C Drug offences,C Drug offences,C30 Drug use and possession,C32 Drug possession,626,331.7,331.7
2020,June,Moreland,Moreland,MORELAND,C Drug offences,C Drug offences,C90 Other drug offences,C99 Other drug offences,4,2.1,2.1
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences,71,37.6,37.6
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences,223,118.2,118.2
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,19,10.1,10.1
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,52,27.6,27.6
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,52,27.6,27.6
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,8,4.2,4.2
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent,64,33.9,33.9
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D20 Disorderly and offensive conduct,D26 Disorderly conduct,3,1.6,1.6
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences,6,3.2,3.2
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,7,3.7,3.7
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D33 Begging,5,2.6,2.6
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,77,40.8,40.8
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D30 Public nuisance offences,D36 Other public nuisance offences,7,3.7,3.7
2020,June,Moreland,Moreland,MORELAND,D Public order and security offences,D Public order and security offences,D40 Public security offences,D43 Hacking,1,0.5,0.5
2020,June,Moreland,Moreland,MORELAND,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E11 Escape custody,1,0.5,0.5
2020,June,Moreland,Moreland,MORELAND,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer,216,114.5,114.5
2020,June,Moreland,Moreland,MORELAND,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury,19,10.1,10.1
2020,June,Moreland,Moreland,MORELAND,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences,1,0.5,0.5
2020,June,Moreland,Moreland,MORELAND,E Justice procedures offences,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences,52,27.6,27.6
2020,June,Moreland,Moreland,MORELAND,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order,1194,632.7,632.7
2020,June,Moreland,Moreland,MORELAND,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order,94,49.8,49.8
2020,June,Moreland,Moreland,MORELAND,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions,195,103.3,103.3
2020,June,Moreland,Moreland,MORELAND,E Justice procedures offences,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders,25,13.2,13.2
2020,June,Moreland,Moreland,MORELAND,F Other offences,F Other offences,F20 Transport regulation offences,F21 Public transport,10,5.3,5.3
2020,June,Moreland,Moreland,MORELAND,F Other offences,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences,1,0.5,0.5
2020,June,Moreland,Moreland,MORELAND,F Other offences,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences,1,0.5,0.5
2020,June,Moreland,Moreland,MORELAND,F Other offences,F Other offences,F30 Other government regulatory offences,F32 Commercial regulation offences,1,0.5,0.5
2020,June,Moreland,Moreland,MORELAND,F Other offences,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences,1,0.5,0.5
2020,June,Moreland,Moreland,MORELAND,F Other offences,F Other offences,F30 Other government regulatory offences,F34 Pornography and censorship offences,3,1.6,1.6
2020,June,Moreland,Moreland,MORELAND,F Other offences,F Other offences,F30 Other government regulatory offences,F36 Prostitution offences,4,2.1,2.1
2020,June,Moreland,Moreland,MORELAND,F Other offences,F Other offences,F90 Miscellaneous offences,F91 Environmental offences,1,0.5,0.5
2020,June,Moreland,Moreland,MORELAND,F Other offences,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences,45,23.8,23.8
2020,June,Moreland,Moreland,MORELAND,F Other offences,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals,2,1.1,1.1
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences,9,5.3,5.3
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault,143,84.5,84.5
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,134,79.2,79.2
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer",54,31.9,31.9
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault,309,182.7,182.7
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,167,98.7,98.7
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A30 Sexual offences,A30 Sexual offences,301,178.0,178.0
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A41 Abduction,2,1.2,1.2
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment,5,3.0,3.0
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A50 Robbery,A51 Aggravated robbery,42,24.8,24.8
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery,6,3.5,3.5
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail,2,1.2,1.2
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking,46,27.2,27.2
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,24,14.2,14.2
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance,32,18.9,18.9
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance,14,8.3,8.3
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour,67,39.6,39.6
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,50,29.6,29.6
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,24,14.2,14.2
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,15,8.9,8.9
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,A Crimes against the person,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,72,42.6,42.6
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,B Property and deception offences,B Property and deception offences,B10 Arson,B11 Cause damage by fire,55,32.5,32.5
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,B Property and deception offences,B Property and deception offences,B10 Arson,B19 Other fire related offences,6,3.5,3.5
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,B Property and deception offences,B Property and deception offences,B20 Property damage,B21 Criminal damage,832,491.9,491.9
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,B Property and deception offences,B Property and deception offences,B20 Property damage,B22 Graffiti,134,79.2,79.2
2020,June,Mornington Peninsula,Mornington Peninsula,MORNINGTON PENINSULA,B Property and deception offences,B Property and deception offences,B20 Property damage,B29 Other property damage offences,15,8.9,8.9
